CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,DATE_OF_REGISTRATION,REGISTERED_STATE,REGISTRAR_OF_COMPANIES,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
U51909CH2005PTC033503,CHAMPION TRADERS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"1,500,000.00","1,422,500.00",14-10-05,Chandigarh,RoC-Chandigarh,Trading,SCO 55 SECTOR-30 CHANDIGARH Chandigarh INDIA 160030,Indian Non-Government Company
U60231CH1978PTC031384,HARMANDIR SAHIB TRANSPORT CO PVT LTD,ACTIVE,Private,Company Limited by Shares,"500,000.00","500,000.00",08-05-78,Chandigarh,RoC-Chandigarh,"Transport, storage and Communications","1548, SECTOR 18 CHANDIGARH Chandigarh INDIA 160018",Indian Non-Government Company
U24100CH1984PTC031696,SKIPPER CHEMICALS PVT LTD,ACTIVE,Private,Company Limited by Shares,"500,000.00","200,000.00",06-07-84,Chandigarh,RoC-Chandigarh,"Manufacturing (Metals & Chemicals, and products thereof)",160 SECTOR 35 CHANDIGARH Chandigarh INDIA 160036,Indian Non-Government Company
U65921CH1989PLC031690,EMBEE MONEY LIMITED,ACTIVE,Public,Company Limited by Shares,"3,000,000.00","3,000,000.00",15-03-89,Chandigarh,RoC-Chandigarh,Finance,SCO 2935-36 SECTOR 22-C CHANDIGARH Chandigarh INDIA 160022,Indian Non-Government Company
U55101CH1999PLC032886,H A OVERSEAS LIMITED,ACTIVE,Public,Company Limited by Shares,"40,000,000.00","37,251,000.00",09-02-99,Chandigarh,RoC-Chandigarh,Trading,H.NO. 513 SECTOR 33B CHANDIGARH Chandigarh INDIA 160031,Indian Non-Government Company
U72200CH2004PTC032225,NETSMARTZ INFOTECH (INDIA) PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"40,000,000.00","35,286,550.00",07-07-04,Chandigarh,RoC-Chandigarh,Business Services,"PLOT NO. 10 RAJIV GANDHI CHANDIGARH TECHNOLOGY PARK, CHANDIGARH Chandigarh INDIA 160101",Indian Non-Government Company
U67120CH2004PTC034405,SHAVETA COMMODITY TRADERS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"12,500,000.00","9,375,000.00",21-09-04,Chandigarh,RoC-Chandigarh,Finance,"1568, Sector 22-B Chandigarh Chandigarh INDIA 160017",Indian Non-Government Company
U00000CH2004PLC032585,GIANT SECURITIES LIMITED,ACTIVE,Public,Company Limited by Shares,"20,000,000.00","10,000,000.00",30-11-04,Chandigarh,RoC-Chandigarh,NA,"H.No 5164, Modern Housing Complex, Manimajra, Chandigarh Chandigarh INDIA 160101",Indian Non-Government Company
U74999CH2005PTC031290,WINDSOR INDUSTRIES PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"52,500,000.00","25,700,000.00",05-07-05,Chandigarh,RoC-Chandigarh,Business Services,2082 SECTOR 44-C CHANDIGARH Chandigarh INDIA 160047,Indian Non-Government Company
U70100CH2005PTC030897,RADIANT BUILDCON PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"500,000.00","500,000.00",07-10-05,Chandigarh,RoC-Chandigarh,Real Estate and Renting,SCF 28 SECTOR 8B CHANDIGARH Chandigarh INDIA 160018,Indian Non-Government Company
U23201CH1989PTC031104,KHANDELIA EXTRACTIONS PVT LTD,ACTIVE,Private,Company Limited by Shares,"2,500,000.00","2,100,000.00",13-12-89,Chandigarh,RoC-Chandigarh,"Manufacturing (Metals & Chemicals, and products thereof)","821, IND. AREA PHASE- II CHANDIGARH Chandigarh INDIA 160002",Indian Non-Government Company
U67120CH1935PTC029139,INDRA SINGH & SONS PVT LTD,ACTIVE,Private,Company Limited by Shares,"3,000,000.00","3,000,000.00",12-12-35,Chandigarh,RoC-Chandigarh,Finance,"SCO 196-197, SECTOR 34-A, 2ND FLOOR CHANDIGARH Chandigarh INDIA 160022",Indian Non-Government Company
U51109CH1965PTC031514,IMKEMEX INDIA PRIVATE LTD,ACTIVE,Private,Company Limited by Shares,"9,900,000.00","3,885,690.00",30-04-65,Chandigarh,RoC-Chandigarh,Trading,"SCO 64-65, 1st Floor, Sector 17A, Chandigarh Chandigarh INDIA 160017",Indian Non-Government Company
U51909CH1995PTC031448,TOP-TEN SOFTWARE PVT.LTD.,ACTIVE,Private,Company Limited by Shares,"41,500,000.00","40,216,000.00",15-02-95,Chandigarh,RoC-Chandigarh,Trading,SCO 140-141 SECTOR 34-A CHANDIGARH Chandigarh INDIA 160034,Indian Non-Government Company
U51909CH1995PTC031515,SIGNET SUPPLIERS PVT.LTD.,ACTIVE,Private,Company Limited by Shares,"28,300,000.00","26,431,840.00",31-05-95,Chandigarh,RoC-Chandigarh,Trading,SCO 140-141 SECTOR 34-A CHANDIGARH Chandigarh INDIA 160034,Indian Non-Government Company
U51109CH1995PTC035184,VENUS GOODS & SUPPLY PVT.LTD.,ACTIVE,Private,Company Limited by Shares,"12,500,000.00","12,494,000.00",31-08-95,Chandigarh,RoC-Chandigarh,Trading,"SCO- 7, 1ST FLOOR SECTOR 30 D CHANDIGARH Chandigarh INDIA 160020",Indian Non-Government Company
U70109CH1996PTC032798,NILANCHAL INVESTMENTS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"180,000,000.00","173,994,250.00",23-01-96,Chandigarh,RoC-Chandigarh,Real Estate and Renting,"3, INDUSTRIAL AREA, PHASE-1 CHANDIGARH Chandigarh INDIA 160002",Indian Non-Government Company
U67100CH1996PTC032838,REWARD CAPITAL SERVICES PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"175,000,000.00","149,059,100.00",23-01-96,Chandigarh,RoC-Chandigarh,Finance,"3, INDUSTRIAL AREA PHASE-1 CHANDIGARH Chandigarh INDIA 160002",Indian Non-Government Company
U17291CH1946PTC001356,NEW INDIA EMBROIDARY MILLS 1946 PVT LTD,ACTIVE,Private,Company Limited by Shares,"3,000,000.00","2,061,425.00",23-04-46,Chandigarh,RoC-Chandigarh,Manufacturing (Textiles),SUBHASH ROAD CHEHHARTA AMRITSAR Chandigarh INDIA,Indian Non-Government Company
U51909CH1956PTC001895,STEEL SALES INDIA PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"2,500,000.00","1,635,300.00",23-01-56,Chandigarh,RoC-Chandigarh,Trading,INDUSTRIAL AREAPHASE I CHANDIGARH UT Chandigarh INDIA,Indian Non-Government Company
U22012CH1959PTC002292,CHANDIGARH PAPER BOARD MILLS PVT LTD,ACTIVE,Private,Company Limited by Shares,"9,500,000.00","9,500,000.00",17-09-59,Chandigarh,RoC-Chandigarh,NA,PLOT 26 INDUSTRIAL AREAPHASE 1 CHANDIGARH U T Chandigarh INDIA 160002,Indian Non-Government Company
U51219CH1962SGC002427,PUNJAB SMALL INDUSTRIES AND EXPORT CORPORATION LIMITED,ACTIVE,Private,Company Limited by Shares,"600,000,000.00","500,081,500.00",17-03-62,Chandigarh,RoC-Chandigarh,Trading,# 18 HIMALYA MARG UDYOGBHAWAN SECTOR 17 A CHANDIGARH Chandigarh INDIA 160017,State Government Company
U65921CH1963PTC002497,BATRA FINANCE PVT LTD,ACTIVE,Private,Company Limited by Shares,"10,000,000.00","10,000,000.00",16-10-63,Chandigarh,RoC-Chandigarh,Finance,BATRA BUILDINGSECTOR 17D CHANDIGARH U T Chandigarh INDIA 160017,Indian Non-Government Company
U70109CH1966SGC002629,PUNJAB STATE INDUSTRIAL DEVELOPMENT CORPN LIMITED,ACTIVE,Private,Company Limited by Shares,"800,000,000.00","782,150,000.00",31-01-66,Chandigarh,RoC-Chandigarh,Real Estate and Renting,UDYOG BHAWAN 18HIMALAYA MARG SECTOR 17 CHANDIGARH Chandigarh INDIA 160017,State Government Company
U51219CH1966SGC002630,PUNJAB AGRO INDUSTRIES CORPORATION LIMITED,ACTIVE,Public,Company Limited by Shares,"750,000,000.00","493,636,000.00",11-02-66,Chandigarh,RoC-Chandigarh,Trading,"Plot No. 2A, Sector 28A, Madhyamarg CHANDIGARH Chandigarh Chandigarh INDIA",State Government Company
U26953CH1969PTC002858,PUNJAB PRE STRESSED CONCRETE WORKS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"7,500,000.00","675,000.00",26-08-69,Chandigarh,RoC-Chandigarh,"Manufacturing (Metals & Chemicals, and products thereof)",#57 SECTOR 9-A CHANDIGARH Chandigarh INDIA 160017,Indian Non-Government Company
U51909CH1969PLC002859,PCP INTERNATIONAL LIMITED,ACTIVE,Public,Company Limited by Shares,"30,000,000.00","15,000,000.00",26-08-69,Chandigarh,RoC-Chandigarh,Trading,SCO 66-67 SECTOR-34A CHANDIGARH Chandigarh INDIA 160022,Indian Non-Government Company
U24121CH1970PTC002932,RANBIR CHEMICAL INDUSTRIES PVT LTD,ACTIVE,Private,Company Limited by Shares,"4,000,000.00","3,427,368.78",13-05-70,Chandigarh,RoC-Chandigarh,"Manufacturing (Metals & Chemicals, and products thereof)",CHANDIGARH UT Chandigarh INDIA,Indian Non-Government Company
U55101CH1970PTC002963,SUNBEAM HOTELS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"5,000,000.00","2,454,200.00",05-09-70,Chandigarh,RoC-Chandigarh,Trading,UDYOG PATHSECTOR 22 B CHANDIGARH Chandigarh INDIA,Indian Non-Government Company
U74999CH1970SGC002980,PUNJAB WATER RESOURCES MANAGEMENT & DEVELOPMENT CORPORATION LIMITED,ACTIVE,Public,Company Limited by Shares,"3,000,000,000.00","3,000,000,000.00",26-12-70,Chandigarh,RoC-Chandigarh,Business Services,S C O 28SECTOR 26 CHANDIGARH U T Chandigarh INDIA,State Government Company
U63090CH1971PTC003027,TRAVELMATICS PVT LTD,ACTIVE,Private,Company Limited by Shares,"900,000.00","900,000.00",03-07-71,Chandigarh,RoC-Chandigarh,"Transport, storage and Communications",H NO 152SECTOR 19 B CHANDIGARH U T Chandigarh INDIA,Indian Non-Government Company
U35923CH1971PTC003036,PAHWA CHAINS PVT LTD,ACTIVE,Private,Company Limited by Shares,"2,500,000.00","1,501,000.00",07-08-71,Chandigarh,RoC-Chandigarh,Manufacturing (Machinery & Equipments),72 INDUSTRIAL AREAPHASE 1 CHANDIGARH UT Chandigarh INDIA 160002,Indian Non-Government Company
U35923CH1971PTC003037,AVERY FREEWHEEL PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"2,500,000.00","1,001,000.00",07-08-71,Chandigarh,RoC-Chandigarh,Manufacturing (Machinery & Equipments),23 A INDUSTRIAL AREAPHASE 1 CHANDIGARH U T Chandigarh INDIA 160002,Indian Non-Government Company
U22219CH1971PTC003086,CHANDIKA PRESS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"20,000,000.00","4,335,000.00",30-12-71,Chandigarh,RoC-Chandigarh,"Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)",#126 INDUSTRIAL AREAPHASE I CHANDIGARH U T Chandigarh INDIA,Indian Non-Government Company
U33119CH1972PTC003088,METORIC INDIA PVT LTD,ACTIVE,Private,Company Limited by Shares,"4,000,000.00","3,000,000.00",06-01-72,Chandigarh,RoC-Chandigarh,Manufacturing (Machinery & Equipments),SCO 21 22SECTOR 26 MADHYA MARG CHANDIGARH UT Chandigarh INDIA,Indian Non-Government Company
U24121CH1972PTC003096,JOY HOTEL AND RESORTS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"50,000,000.00","509,970.00",31-01-72,Chandigarh,RoC-Chandigarh,"Manufacturing (Metals & Chemicals, and products thereof)","33-34, CHANDIGARH INDUSTRIAL & BUSINESS PARK PHASE - II, TRIBUNE CHOWK CHANDIGARH Chandigarh INDIA 160002",Indian Non-Government Company
U65921CH1972PTC003108,AGRI KING TRACTORS & EQUIPMENTS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000,000.00","99,534,300.00",29-03-72,Chandigarh,RoC-Chandigarh,Finance,"SCO 196-197, SECTOR 34-A, 2ND FLOOR CHANDIGARH Chandigarh INDIA 160022",Indian Non-Government Company
U51909CH1972PTC003113,SUVIRS SALES PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"1,000,000.00","500,000.00",17-04-72,Chandigarh,RoC-Chandigarh,Trading,168 INDUSTRIAL AREAPHASE 11 CHANDIGARH U T Chandigarh INDIA,Indian Non-Government Company
U24121CH1972PTC003121,FERTILIZERS AND INPUTS PVT LTD,ACTIVE,Private,Company Limited by Shares,"20,000,000.00","20,000,000.00",16-05-72,Chandigarh,RoC-Chandigarh,"Manufacturing (Metals & Chemicals, and products thereof)",1021SECTOR 27 B CHANDIGARH UT Chandigarh INDIA,Indian Non-Government Company
U21023CH1973PTC003285,PUNJAB PACKAGES PVT LTD,ACTIVE,Private,Company Limited by Shares,"10,000,000.00","9,000,000.00",08-06-73,Chandigarh,RoC-Chandigarh,"Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)",67 INDUSTRIAL AREAPHASE II CHANDIGARH U T Chandigarh INDIA,Indian Non-Government Company
U26921CH1973PTC003292,ORIENTAL CERAMICS AND REFRACTORIES PVT LTD,ACTIVE,Private,Company Limited by Shares,"20,000,000.00","19,000,000.00",21-06-73,Chandigarh,RoC-Chandigarh,"Manufacturing (Metals & Chemicals, and products thereof)",140 OPP RAILWAY GOODS SHEDRAILWAY ROAD DARIYA CHANDIGARH U T Chandigarh INDIA,Indian Non-Government Company
U45202CH1973PTC003376,ROBOT ENGINEERS PVT LTD,ACTIVE,Private,Company Limited by Shares,"500,000.00","500,000.00",17-12-73,Chandigarh,RoC-Chandigarh,Construction,659 INDUSTRIAL AREAPHASE 1 CHANDIGARH U T Chandigarh INDIA 160002,Indian Non-Government Company
U45202CH1974PTC003397,N C I INDIA PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"1,000,000.00","786,000.00",31-01-74,Chandigarh,RoC-Chandigarh,Construction,"106 107 INDUSTRIAL AREA,PHASE 1 CHANDIGARH U T Chandigarh INDIA 160002",Indian Non-Government Company
U52110CH1974SGC003404,PUNJAB STATE CIVIL SUPPLIES CORPORATION LIMITED,ACTIVE,Public,Company Limited by Shares,"50,000,000.00","37,300,000.00",14-02-74,Chandigarh,RoC-Chandigarh,Trading,SCO 36-40 SECTOR 34 A CHANDIGARH CHANDIGARH Chandigarh INDIA 160022,State Government Company
U45202CH1974SGC003415,CHANDIGARH INDUSTRIAL AND TOURISM DEVELOPMENT CORP LTD,ACTIVE,Private,Company Limited by Shares,"170,000,000.00","150,346,500.00",28-03-74,Chandigarh,RoC-Chandigarh,Construction,SCO NO 121 22SECTOR 17 B CHANDIGARH U T Chandigarh INDIA 160017,State Government Company
U15326CH1974PTC003459,RAJA RAM CORN PRODUCTS (PUNJAB) PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"39,000,000.00","31,434,800.00",22-06-74,Chandigarh,RoC-Chandigarh,Manufacturing (Food stuffs),KOTHI NO : 17 SECTOR 4 CHANDIGARH Chandigarh INDIA 160004,Indian Non-Government Company
U27109CH1974PTC003464,SWADESHI METALS PVT LTD,ACTIVE,Private,Company Limited by Shares,"10,000,000.00","6,000,000.00",01-07-74,Chandigarh,RoC-Chandigarh,"Manufacturing (Metals & Chemicals, and products thereof)",64 INDUSTRIAL AREAPHASE II CHANDIGARH UT Chandigarh INDIA 160002,Indian Non-Government Company
U14211CH1974PLC003521,PUNJAB SULPHAR PRODUCTS LIMITED,ACTIVE,Public,Company Limited by Shares,"15,000,000.00","3,500,000.00",13-12-74,Chandigarh,RoC-Chandigarh,Mining & Quarrying,"HOUSE NO. 2174, SECTOR - 15 C, CHANDIGARH - 160015 CHANDIGARH Chandigarh INDIA 160015",Indian Non-Government Company
U55101CH1975PTC003550,FARADAYS INDUSTRIES PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"30,000,000.00","12,500,000.00",03-04-75,Chandigarh,RoC-Chandigarh,Trading,S.C.O. 377-380 Sector 35B Chandigarh Chandigarh INDIA 160035,Indian Non-Government Company
U29214CH1975PTC003551,WORKWELL TOOLS PVT LTD,ACTIVE,Private,Company Limited by Shares,"500,000.00","150,000.00",10-04-75,Chandigarh,RoC-Chandigarh,Manufacturing (Machinery & Equipments),# 105INDUSTRIAL AREA PHASE 1 CHANDIGARH Chandigarh INDIA 160002,Indian Non-Government Company
U51909CH1975PTC003556,ARUN AND RAJIVE PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"8,000,000.00","5,500,000.00",23-04-75,Chandigarh,RoC-Chandigarh,Trading,# 1564 SECTOR 18-D CHANDIGARH Chandigarh INDIA 160018,Indian Non-Government Company
U32109CH1980PTC003583,BOSS COMPUTERS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"5,000,000.00","3,000,000.00",25-08-80,Chandigarh,RoC-Chandigarh,Manufacturing (Machinery & Equipments),"SCO 55-56, TRIBUNE ROAD SECTOR 20-C CHANDIGARH Chandigarh INDIA 160019",Indian Non-Government Company
L24231CH1975PLC003603,PUNJAB CHEMICALS AND CROP PROTECTION LIMITED,ACTIVE,Public,Company Limited by Shares,"200,000,000.00","122,621,850.00",19-11-75,Chandigarh,RoC-Chandigarh,"Manufacturing (Metals & Chemicals, and products thereof)",PUNJAB CHEMICALS AND CROP PROTECTION LIMITED SCO NO- 183 1ST FLOOR SECTOR-26 CHANDIGARH Chandigarh INDIA 160019,Indian Non-Government Company
U28992CH1975PTC003606,VIKRANT PACKERS PVT LTD,ACTIVE,Private,Company Limited by Shares,"1,000,000.00","540,000.00",27-11-75,Chandigarh,RoC-Chandigarh,"Manufacturing (Metals & Chemicals, and products thereof)","820, Basement, Industrial Area Phase II Chandigarh Chandigarh INDIA 160002",Indian Non-Government Company
L24119CH1975PLC003607,PUNJAB ALKALIES AND CHEMICALS LTD,ACTIVE,Public,Company Limited by Shares,"400,000,000.00","204,996,000.00",01-12-75,Chandigarh,RoC-Chandigarh,"Manufacturing (Metals & Chemicals, and products thereof)",S C O 125-127SECTOR 17 B CHANDIGARH U T Chandigarh INDIA 160017,Indian Non-Government Company
U01122CH1976PLC003640,PUNJAB STATE SEED CORPORATION LTD,ACTIVE,Public,Company Limited by Shares,"75,000,000.00","38,525,112.00",27-03-76,Chandigarh,RoC-Chandigarh,Agriculture and Allied Activities,SCO NO 835-36SECTOR-22A CHANDIGARH Chandigarh INDIA,Indian Non-Government Company
U18101CH1976SGC003641,PUNJAB STATE HANDLOOM AND TEXTILES DEVELOPMENT CORPN LTD,ACTIVE,Private,Company Limited by Shares,"50,000,000.00","24,300,000.00",27-03-76,Chandigarh,RoC-Chandigarh,Manufacturing (Textiles),"17 BAYS BUILDING IST FLOOR, SECTOR 17-D CHANDIGARH Chandigarh INDIA 160017",State Government Company
U17219CH1976PLC003642,PUNJAB INFORMATION AND COMMUNICATION TECHNOLOGY CORPORATION LIMITED,ACTIVE,Public,Company Limited by Shares,"250,000,000.00","192,268,000.00",27-03-76,Chandigarh,RoC-Chandigarh,Manufacturing (Textiles),18 HIMALAYA MARG UDYOGBHAWAN SECTOR 17 CHANDIGARH U T Chandigarh INDIA 160017,Indian Non-Government Company
U24299CH1976PLC003657,FUTURISTIC ENTERPRISES LIMITED,ACTIVE,Public,Company Limited by Shares,"10,000,000.00","700,800.00",15-05-76,Chandigarh,RoC-Chandigarh,"Manufacturing (Metals & Chemicals, and products thereof)","HOUSE NO. 2174, SECTOR - 15 C, CHANDIGARH - 160015 CHANDIGARH Chandigarh INDIA 160015",Indian Non-Government Company
U29199CH1976PTC003665,ESSEN ENGINEERING AND EXIM PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"750,000.00","500,000.00",21-06-76,Chandigarh,RoC-Chandigarh,Manufacturing (Machinery & Equipments),#182/63INDUSTRIAL AREA PHASE I CHANDIGARH U T Chandigarh INDIA,Indian Non-Government Company
U31909CH1976PTC003672,ESSEN DEINKI PVT LTD,ACTIVE,Private,Company Limited by Shares,"2,000,000.00","1,124,000.00",07-07-76,Chandigarh,RoC-Chandigarh,Manufacturing (Machinery & Equipments),"22, INDUSTRIAL AREA, PHASE-II CHANDIGARH Chandigarh INDIA 160002",Indian Non-Government Company
U99999CH1976PTC003704,BATRA FILMS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"2,500,000.00","2,500,000.00",07-12-76,Chandigarh,RoC-Chandigarh,NA,BATRA BUILDINGSSECTOR 17 D CHANDIGARH U T Chandigarh INDIA 160017,Indian Non-Government Company
U33302CH1977PLC003719,KHANNA WATCHES LIMITED,ACTIVE,Public,Company Limited by Shares,"4,000,000.00","3,250,000.00",24-01-77,Chandigarh,RoC-Chandigarh,Manufacturing (Machinery & Equipments),PLOT NO 82 INDUSTRIAL AREA PHASE 1 CHANDIGARH Chandigarh INDIA 160001,Indian Non-Government Company
U60210CH1977PTC003732,COZY TOURS PVT LTD,ACTIVE,Private,Company Limited by Shares,"1,000,000.00","750,000.00",01-04-77,Chandigarh,RoC-Chandigarh,"Transport, storage and Communications",S C F 1SECTOR 10 CHANDIGARH U T Chandigarh INDIA,Indian Non-Government Company
U21012CH1977PTC003738,MOHAN PAPER MOULDING PVT LTD,ACTIVE,Private,Company Limited by Shares,"5,000,000.00","1,262,690.00",27-04-77,Chandigarh,RoC-Chandigarh,"Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)",#235SECTOR 18 A CHANDIGARH U T Chandigarh INDIA,Indian Non-Government Company
U28910CH1977PTC003748,METALWAYS PVT LTD,ACTIVE,Private,Company Limited by Shares,"2,000,000.00","897,000.00",29-06-77,Chandigarh,RoC-Chandigarh,"Manufacturing (Metals & Chemicals, and products thereof)",188 AINDUSTRIAL AREA CHANDIGARH U T Chandigarh INDIA 160002,Indian Non-Government Company
U31200CH1977PTC003758,SHIVALIK ELECTRIC EQUIPMENT COMPANY PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"6,000,000.00","4,490,000.00",30-08-77,Chandigarh,RoC-Chandigarh,Manufacturing (Machinery & Equipments),NEELAM CINEMACOMPLEX BUILDING SECTOR 17 E CHANDIGARH UT Chandigarh INDIA 160017,Indian Non-Government Company
U27109CH1977PTC003781,SUPER CHUCKS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"5,000,000.00","3,640,000.00",15-11-77,Chandigarh,RoC-Chandigarh,"Manufacturing (Metals & Chemicals, and products thereof)",SCO 32 35MADHYA MARG SECTOR 8 C CHANDIGARH Chandigarh INDIA,Indian Non-Government Company
U99999CH1978PTC003869,MOHINA PROPERTIES PVT LTD,ACTIVE,Private,Company Limited by Shares,"2,000,000.00","500,000.00",22-09-78,Chandigarh,RoC-Chandigarh,NA,SCO 186-188 Sector 17-C CHANDIGARH CHANDIGARH Chandigarh INDIA,Indian Non-Government Company
U15421CH1978PLC003873,KISAN AGRO MINI SUGAR MILLS LIMITED,ACTIVE,Public,Company Limited by Shares,"2,500,000.00","2,500,000.00",06-10-78,Chandigarh,RoC-Chandigarh,Manufacturing (Food stuffs),"1113, 1ST FLOOR SECTOR 44 - B CHANDIGARH Chandigarh INDIA 160017",Indian Non-Government Company
U25209CH1978PTC003887,JANDWANI POLY PRODUCTS PVT LTD,ACTIVE,Private,Company Limited by Shares,"2,500,000.00","915,610.00",25-11-78,Chandigarh,RoC-Chandigarh,"Manufacturing (Metals & Chemicals, and products thereof)",#57 SECTOR 9-A CHANDIGARH Chandigarh INDIA 160017,Indian Non-Government Company
