CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,DATE_OF_REGISTRATION,REGISTERED_STATE,REGISTRAR_OF_COMPANIES,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
U17119DN1988PTC000021,NAGAR HAVELI TEXTILES PVT.LTD.,DORMANT,Private,Company Limited by Shares,"500,000.00","2,000.00",21-07-88,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Textiles),BHIKHANJI RICE MILL COMPOUNDSILVASSA-396230. BHIKHANJI RICE MILL COMPOUND Dadar Nagar Haveli INDIA,Indian Non-Government Company
U17119DN1988PTC000023,MEGHA TEXTURISING PVT LTD,DORMANT,Private,Company Limited by Shares,"2,500,000.00","2,000.00",07-09-88,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Textiles),UNION TERITORRY OF DADRA ANDNAGAR HAVELI UNION TERITORRY OF DADRA AND Dadar Nagar Haveli INDIA,Indian Non-Government Company
L17119DN1988PLC000024,TRUPTI TWISTERS LIMITED.,ACTIVE,Public,Company Limited by Shares,"35,000,000.00","34,789,000.00",02-11-88,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Textiles),"PLOT NO.18,PIPARIYA,SILVASA PLOT NO.18,PIPARIYA,SILVASA Dadar Nagar Haveli INDIA",Indian Non-Government Company
U17119DN1989PTC000026,CONTRYSIDE CONSTRUCTIONS PVT. LTD.,DORMANT,Private,Company Limited by Shares,"50,000.00",200,26-05-89,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Textiles),"202/205,MANGALTIRTH,OPP.COTTAGE HOSPITAL, ,SILVASSA. Dadar Nagar Haveli INDIA",Indian Non-Government Company
U17119DN1989PTC000027,B.G. JAIN INVESTMENTS PVT. LTD.,ACTIVE,Private,Company Limited by Shares,"5,000,000.00","2,000,000.00",07-08-89,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Textiles),"11,GOVT.INDUSTRIAL ESTATE, MASAT,SILVASSA SILVASSA Dadar Nagar Haveli INDIA 396230",Indian Non-Government Company
U99999DN1989PTC000028,VARJU INVESTMENTS PVT. LTD.,ACTIVE,Private,Company Limited by Shares,"5,000,000.00","2,635,000.00",07-08-89,Dadar Nagar Haveli,RoC-Ahmedabad,NA,SILVASSA U.T SILVASSA U.T Dadar Nagar Haveli INDIA,Indian Non-Government Company
U17119DN1989PTC000029,P.B. JAIN INVESTMENTS PVT. LTD.,ACTIVE,Private,Company Limited by Shares,"5,500,000.00","5,500,000.00",07-08-89,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Textiles),"11,GOVT.INDUSTRIAL ESTATE, MASAT,SILVASSA SILVASSA Dadar Nagar Haveli INDIA 396230",Indian Non-Government Company
U99999DN1989PTC000031,G.P. SHAH INVESTMENTS PVT. LTD.,ACTIVE,Private,Company Limited by Shares,"5,000,000.00","2,250,000.00",17-08-89,Dadar Nagar Haveli,RoC-Ahmedabad,NA,"11,GOVT.INDUSTRIAL ESTATE,MASAT, SILVASSA SILVASSA Dadar Nagar Haveli INDIA 396230",Indian Non-Government Company
U32209DN1989PTC000032,PRAGNA HOME APPLIANCES PVT. LTD.,ACTIVE,Private,Company Limited by Shares,"2,400,000.00","1,600,000.00",15-12-89,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Machinery & Equipments),"SHRI RANGKRIPA OPP FATHERAGNEE ENGLISH SCHOOL SILVASSA ""SHRI RANGKRIPA"" OPP FATHER Dadar Nagar Haveli INDIA",Indian Non-Government Company
L18109DN1987PLC000034,ESKAY K 'N' IT (INDIA) LIMITED,ACTIVE,Public,Company Limited by Shares,"1,650,000,000.00","280,831,852.00",24-04-87,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Textiles),58-B DHANU UDYOG INDUSTRIAL AREA PIPERIA SILVASSA (U.T) SILVASSA Dadar Nagar Haveli INDIA 396230,Indian Non-Government Company
L74999DN1987PLC000035,K-LIFESTYLE & INDUSTRIES LIMITED,ACTIVE,Public,Company Limited by Shares,"2,250,000,000.00","1,022,382,960.00",12-08-87,Dadar Nagar Haveli,RoC-Ahmedabad,Business Services,"58-A,DHANU UDYOG IND. ESTATE, PIPERIA, SILVASSA UT DADAR NAGAR HAVELI Dadar Nagar Haveli INDIA 396230",Indian Non-Government Company
U17119DN1991PTC000038,AKSHAT SYNTHETIC PVT. LTD.,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"200,000.00","2,000.00",05-07-91,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Textiles),"10E/105, MANGAL FIRTN OPP.COLLEGE HOSPITAL SILVASA (U.T.) DADRA NAGAR HAVELI. Dadar Nagar Haveli INDIA",Indian Non-Government Company
U17119DN1992PTC000040,ANKUR TWISTERS PVT.LTD.,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00",NA,27-04-92,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Textiles),"1ST FLOOR, SHILPA APPTS,VRINDAVAN SOCIETY SILVASSA. 1ST FLOOR, SHILPA APPTS, Dadar Nagar Haveli INDIA",Indian Non-Government Company
L74999DN1992PLC000041,TODAYS WRITING INSTRUMENTS LIMITED,ACTIVE,Public,Company Limited by Shares,"250,000,000.00","128,133,000.00",29-04-92,Dadar Nagar Haveli,RoC-Ahmedabad,Business Services,"SURVEY NO.251/2/2,VALSAD FALIA, NR JAIN TEMPLE, Dadar Nagar Haveli INDIA 396230",Indian Non-Government Company
U55101DN1992PLC000043,WONDERWORLD RESORTS LTD (U.T.COMPANY),ACTIVE,Public,Company Limited by Shares,"100,000,000.00","11,500,000.00",06-08-92,Dadar Nagar Haveli,RoC-Ahmedabad,Trading,"PLOT NO. 12, SURVEY NO. 126, SILVASA INDUSTRIAL CO-OPERATIVE SOCIETY LIMITED, SILVASA, DADARA NAGAR HAVELI Dadar Nagar Haveli INDIA",Indian Non-Government Company
U26109DN1992PLC000044,YAMUNA GLASSWORKES LTD (U.T.COMPANY),DORMANT,Public,Company Limited by Shares,"50,000,000.00",700,10-08-92,Dadar Nagar Haveli,RoC-Ahmedabad,"Manufacturing (Metals & Chemicals, and products thereof)","C/o GRAPHIC ENTERPRISE,OPP-HIGH SCHOOL DADRA NAGAR HAVELI ,SILVASSA SILVASSA UT Dadar Nagar Haveli INDIA",Indian Non-Government Company
L24232DN1994PLC000061,TIRUPATI SHELTERS LTD.,ACTIVE,Public,Company Limited by Shares,"35,000,000.00","26,326,000.00",21-03-94,Dadar Nagar Haveli,RoC-Ahmedabad,"Manufacturing (Metals & Chemicals, and products thereof)","GREEN PARK,TIRUPATI NAGAR,TOKHRKHAAADA SILVASSA.396 230. UT OF D&NH UT OF D&NH Dadar Nagar Haveli INDIA",Indian Non-Government Company
U17119DN1994PTC000065,SIL-RUB PIGMENTS PVT LTD (U.T.CO.DADRA AND NAGAR HAVELI),DORMANT,Private,Company Limited by Shares,"500,000.00","2,000.00",24-05-94,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Textiles),DHAN COMPLEX TOKAR KHADA DHAN COMPLEX TOKAR SILVASSA Dadar Nagar Haveli INDIA,Indian Non-Government Company
U17119DN1994PLC000066,SUNFLAG SPINNERS LTD,AMALGAMATED,Public,Company Limited by Shares,"10,000,000.00",NA,07-06-94,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Textiles),"55/B,DHAN UDHYOG INDL.AREA,PIPERIA,SILVASSA (U.T.) 55/B,DHAN UDHYOG INDL.AREA, Dadar Nagar Haveli INDIA",Indian Non-Government Company
U99999DN1994PLC000067,SVG FASHIONS LIMITED,ACTIVE,Public,Company Limited by Shares,"200,000,000.00","93,102,690.00",07-06-94,Dadar Nagar Haveli,RoC-Ahmedabad,NA,"719- SOMNATH ROAD, NANI DAMAN,DAMAN. 396 210. 719- SOMNATH ROAD, NANI DAMAN, Dadar Nagar Haveli INDIA",Indian Non-Government Company
U99999DN1994PLC000068,FORTUNE INDUSTRIES LIMITED,ACTIVE,Public,Company Limited by Shares,"120,000,000.00","40,397,000.00",10-06-94,Dadar Nagar Haveli,RoC-Ahmedabad,NA,"AT & PST;DADRA,OPP.POLICESTATION UT OF DADRA & NAGAR HAVELI-396191. HAVELI Dadar Nagar Haveli INDIA 396191",Indian Non-Government Company
U74999DN1994PLC000069,OL-GROW LTD,DORMANT,Public,Company Limited by Shares,"10,000,000.00","7,000.00",17-06-94,Dadar Nagar Haveli,RoC-Ahmedabad,Business Services,"SURVEY NO.24/1,SURANGI ROAD, VILLAGE-KHADOLI, DADRA AND NAGAR HAVELI Dadar Nagar Haveli INDIA",Indian Non-Government Company
U15147DN1994PLC000070,NEPTUNE MINERALS AND SMELTERRS LTD,DORMANT,Public,Company Limited by Shares,"500,000.00",700,15-07-94,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Food stuffs),"SURVEY NO.192,KHERDI SILVASSAU/T OF DADRA AND NAGAR HAVELI SILVASSA SILVASSA Dadar Nagar Haveli INDIA",Indian Non-Government Company
U29269DN1994PLC000071,RUBY MINING LTD,UNDER PROCESS OF STRIKING OFF,Public,Company Limited by Shares,"500,000.00",NA,15-07-94,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Machinery & Equipments),"S-192,KHERRDI VILLAGE U.T.OF DADRA AND NAGAR HAVELI SILVASSA. SILVASSA. Dadar Nagar Haveli INDIA",Indian Non-Government Company
U17119DN1994PLC000072,KRISHNA TEXPO AND FINANCIAL SERVICES LIMITED,UNDER PROCESS OF STRIKING OFF,Public,Company Limited by Shares,"2,000,000.00","175,852.00",18-07-94,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Textiles),"58B,DHANU UDYOG INDL.ESTATE,PIPERIA,SILVASSA. DADAR NAGAR Dadar Nagar Haveli INDIA",Indian Non-Government Company
U74999DN1994PLC000073,KRISHNA PROCON AND FINANCE LIMITED,STRIKE OFF,Public,Company Limited by Shares,"500,000.00",700,18-07-94,Dadar Nagar Haveli,RoC-Ahmedabad,Business Services,"58B,DHANU UDYOG INDL.ESTATE,SILVASSA.(U.T.) DADRA NAGAR AND HAVELI DADRA NAGAR AND HAVELI Dadar Nagar Haveli INDIA",Indian Non-Government Company
L17119DN1983PLC000074,KSL AND INDUSTRIES LIMITED,ACTIVE,Public,Company Limited by Shares,"1,050,000,000.00","399,510,900.00",11-01-83,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Textiles),"69A, DHANU UDYOG INDUSTRIAL AREA, PIPERIA, SILVASSA (U.T.) Dadar Nagar Haveli INDIA 396230",Indian Non-Government Company
U17119DN1995PTC000076,BROWN PACK PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"3,000,000.00","716,000.00",12-01-95,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Textiles),"277, JALARAM KRUPA, OPP.COTTAGE HOSPITAL, VRANDAVAN SOCIETY, SILVASSA.(D.N.) SILVASSA Dadar Nagar Haveli INDIA 396230",Indian Non-Government Company
U17119DN1995PTC000077,MALVIKA SYNTHETICS AND PROCESSORS PVT LTD,DORMANT,Private,Company Limited by Shares,"1,000,000.00","2,000.00",10-02-95,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Textiles),"58A,DHANU UDHYOG INDL.ESTATEPIPERIA,SILVASSA. 58A,DHANU UDHYOG INDL.ESTATE Dadar Nagar Haveli INDIA",Indian Non-Government Company
U55101DN1995PTC000080,WOODLANDS INN (SILVASSA) PVT LTD,UNDER PROCESS OF STRIKING OFF,Private,Company Limited by Shares,"500,000.00","31,444.00",24-02-95,Dadar Nagar Haveli,RoC-Ahmedabad,Trading,"PLOT NO.184,SILVASSA,SILVASSA KHANVAL ROAD, OPP.BUS STATION, SILVASSA Dadar Nagar Haveli INDIA",Indian Non-Government Company
U31909DN1995PTC000081,RADIANT PACKAGING PVT LTD,DORMANT,Private,Company Limited by Shares,"500,000.00","98,890.00",24-02-95,Dadar Nagar Haveli,RoC-Ahmedabad,Manufacturing (Machinery & Equipments),"PLOT NO.263/3/5,VILLAGE-SAYLI,DADRA NAGAR HAVELI Dadar Nagar Haveli INDIA",Indian Non-Government Company
U45201DN1995PTC000082,SILVASSA BUILDERS PVT LTD,ACTIVE,Private,Company Limited by Shares,"500,000.00","100,500.00",08-03-95,Dadar Nagar Haveli,RoC-Ahmedabad,Construction,"1/A,DAN UDHYOG SAHAKARI SANGHLTD.PIPARIA SILVASSA, DADRA AND NAGAR HAVELI. Dadar Nagar Haveli INDIA",Indian Non-Government Company
U65910DN1995PLC000083,SHREE HARI FINVEST LTD,ACTIVE,Public,Company Limited by Shares,"10,000,000.00","550,700.00",13-03-95,Dadar Nagar Haveli,RoC-Ahmedabad,Finance,"SHREEJEE YARN CHAMBERS,ZAMPA BAZAR, SURAT. SHREEJEE YARN CHAMBERS, Dadar Nagar Haveli INDIA",Indian Non-Government Company
